"","Var.1","Var.2","Var.3","Var.4","Var.5","Var.6","Var.7","X..of.FGA.by.Distance","X..of.FGA.by.Distance.1","X..of.FGA.by.Distance.2","X..of.FGA.by.Distance.3","X..of.FGA.by.Distance.4","X..of.FGA.by.Distance.5","Var.14","FG..by.Distance","FG..by.Distance.1","FG..by.Distance.2","FG..by.Distance.3","FG..by.Distance.4","FG..by.Distance.5","Var.21","X..of.FG.Ast.d","X..of.FG.Ast.d.1","Var.24","Dunks","Dunks.1","Var.27","Layups","Layups.1","Var.30","Corner","Corner.1"
"12","11","Houston Rockets","56","13465",".481","14.3",NA,".582",".276",".163",".080",".062",".418",NA,".573",".705",".455",".470",".431",".354",NA,".498",".801",NA,".071","316",NA,".262","765",NA,".242",".385"
"13","12","Indiana Pacers","58","14070",".472","13.6",NA,".641",".253",".204",".108",".076",".359",NA,".535",".674",".453",".441",".419",".361",NA,".489",".782",NA,".063","277",NA,".277","778",NA,".221",".383"
"14","13","Los Angeles Clippers","59","14210",".446","13.8",NA,".621",".252",".205",".104",".060",".379",NA,".512",".655",".424",".423",".372",".338",NA,".502",".797",NA,".052","251",NA,".277","792",NA,".224",".341"
"15","14","Los Angeles Lakers","57","13905",".456","14.1",NA,".596",".263",".186",".086",".061",".404",NA,".532",".703",".408",".389",".371",".344",NA,".532",".840",NA,".062","285",NA,".271","793",NA,".200",".364"
"16","15","Memphis Grizzlies","58","13995",".451","14.2",NA,".599",".269",".167",".099",".064",".401",NA,".516",".653",".386",".434",".403",".354",NA,".548",".827",NA,".063","281",NA,".264","719",NA,".174",".392"
"17","16","Miami Heat","57","13805",".443","15.5",NA,".539",".213",".173",".093",".060",".461",NA,".528",".695",".438",".412",".373",".343",NA,".502",".837",NA,".046","191",NA,".234","637",NA,".268",".371"
"18","17","Milwaukee Bucks","58","13970",".446","15.6",NA,".544",".220",".167",".089",".067",".456",NA,".533",".689",".434",".427",".412",".342",NA,".516",".827",NA,".046","215",NA,".247","725",NA,".211",".361"
"19","18","Minnesota Timberwolves","57","13755",".457","14.5",NA,".567",".256",".165",".083",".063",".433",NA,".539",".691",".417",".396",".428",".349",NA,".562",".842",NA,".070","312",NA,".264","708",NA,".288",".386"
"20","19","New Orleans Pelicans","57","13730",".464","14.8",NA,".588",".226",".176",".104",".082",".412",NA,".535",".692",".452",".456",".377",".363",NA,".500",".815",NA,".044","194",NA,".250","705",NA,".221",".422"
"21","20","New York Knicks","58","14020",".445","14.8",NA,".564",".264",".140",".087",".073",".436",NA,".521",".659",".400",".446",".341",".347",NA,".532",".845",NA,".055","253",NA,".264","716",NA,".241",".356"
"22","21","Oklahoma City Thunder","57","13755",".446","14.9",NA,".575",".208",".208",".087",".072",".425",NA,".524",".675",".457",".455",".367",".341",NA,".515",".848",NA,".055","229",NA,".265","739",NA,".250",".391"
"23","22","Orlando Magic","59","14185",".460","14.6",NA,".600",".218",".196",".101",".085",".400",NA,".525",".648",".463",".459",".427",".362",NA,".507",".831",NA,".054","259",NA,".255","710",NA,".236",".385"
"24","23","Philadelphia 76ers","56","13540",".450","13.9",NA,".622",".253",".190",".110",".070",".378",NA,".519",".686",".395",".395",".448",".335",NA,".509",".800",NA,".062","267",NA,".262","698",NA,".205",".363"
"25","24","Phoenix Suns","56","13465",".441","14.6",NA,".614",".196",".229",".101",".088",".386",NA,".507",".673",".460",".421",".363",".335",NA,".479",".783",NA,".042","184",NA,".261","719",NA,".190",".355"
"26","25","Portland Trail Blazers","58","13945",".473","14.6",NA,".572",".264",".163",".081",".064",".428",NA,".548",".679",".456",".393",".443",".372",NA,".536",".834",NA,".056","249",NA,".253","744",NA,".283",".407"
"27","26","Sacramento Kings","59","14235",".475","13.8",NA,".624",".249",".209",".092",".073",".376",NA,".543",".709",".433",".423",".448",".361",NA,".482",".808",NA,".059","289",NA,".281","850",NA,".215",".396"
"28","27","San Antonio Spurs","58","13995",".465","13.5",NA,".639",".271",".201",".096",".071",".361",NA,".528",".651",".429",".445",".456",".354",NA,".468",".808",NA,".060","272",NA,".304","845",NA,".195",".417"
"29","28","Toronto Raptors","56","13565",".462","14.4",NA,".586",".235",".201",".092",".059",".414",NA,".536",".707",".413",".445",".412",".357",NA,".537",".869",NA,".059","241",NA,".266","705",NA,".304",".380"
"30","29","Utah Jazz","57","13680",".450","14.5",NA,".618",".198",".218",".119",".084",".382",NA,".516",".699",".434",".438",".408",".343",NA,".484",".777",NA,".048","215",NA,".249","716",NA,".202",".367"
"31","30","Washington Wizards","56","13540",".457","14.1",NA,".652",".196",".251",".118",".087",".348",NA,".512",".700",".442",".427",".403",".354",NA,".482",".806",NA,".057","236",NA,".264","722",NA,".194",".378"
"32","","League Average","57","13832",".456","14.4",NA,".600",".241",".191",".095",".072",".400",NA,".527",".679",".433",".428",".400",".349",NA,".509",".820",NA,".056","251",NA,".265","741",NA,".234",".380"
